Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TIMM21","Translocase Of Inner Mitochondrial Membrane 21","Protein Coding","28","GC18P074148","2.56128478050232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM21"
"DDX1","DEAD-Box Helicase 1","Protein Coding","39","GC02P015591","2.53889441490173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX1"
"CXCL9","C-X-C Motif Chemokine Ligand 9","Protein Coding","36","GC04M076001","2.53889441490173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9"
"TMPRSS11D","Transmembrane Serine Protease 11D","Protein Coding","35","GC04M067820","2.53889441490173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS11D"
"PTBP1","Polypyrimidine Tract Binding Protein 1","Protein Coding","38","GC19P000797","2.5228066444397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTBP1"
"PDZK1","PDZ Domain Containing 1","Protein Coding","36","GC01M145670","2.5228066444397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZK1"
"CD40LG","CD40 Ligand","Protein Coding","43","GC0XP136649","2.51355719566345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG"
"IL5","Interleukin 5","Protein Coding","40","GC05M132541","2.51355719566345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5"
"ATR","ATR Serine/Threonine Kinase","Protein Coding","47","GC03M142449","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR"
"BLM","BLM RecQ Like Helicase","Protein Coding","44","GC15P090717","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM"
"ATP2A3","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 3","Protein Coding","41","GC17M003923","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A3"
"CLIP1","CAP-Gly Domain Containing Linker Protein 1","Protein Coding","39","GC12M122271","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP1"
"BTAF1","B-TFIID TATA-Box Binding Protein Associated Factor 1","Protein Coding","38","GC10P091923","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTAF1"
"PROCR","Protein C Receptor","Protein Coding","38","GC20P035357","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROCR"
"ARFGEF2","ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 2","Protein Coding","37","GC20P048921","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGEF2"
"DIS3","DIS3 Homolog, Exosome Endoribonuclease And 3'-5' Exoribonuclease","Protein Coding","37","GC13M072752","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3"
"HERC1","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase Family Member 1","Protein Coding","37","GC15M063608","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC1"
"TBL2","Transducin Beta Like 2","Protein Coding","36","GC07M073568","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL2"
"ATG9A","Autophagy Related 9A","Protein Coding","35","GC02M219219","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG9A"
"DPY19L2","Dpy-19 Like 2","Protein Coding","35","GC12M063558","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPY19L2"
"RAB13","RAB13, Member RAS Oncogene Family","Protein Coding","34","GC01M153981","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB13"
"TIMELESS","Timeless Circadian Regulator","Protein Coding","34","GC12M056416","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMELESS"
"CAVIN1","Caveolae Associated Protein 1","Protein Coding","32","GC17M042404","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN1"
"RANBP6","RAN Binding Protein 6","Protein Coding","32","GC09M006002","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP6"
"TMUB1","Transmembrane And Ubiquitin Like Domain Containing 1","Protein Coding","30","GC07M151081","2.50909996032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMUB1"
"TMEM30A","Transmembrane Protein 30A","Protein Coding","35","GC06M075252","2.47803592681885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM30A"
"PPIB","Peptidylprolyl Isomerase B","Protein Coding","45","GC15M064155","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIB"
"ACLY","ATP Citrate Lyase","Protein Coding","42","GC17M041866","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY"
"ITPR2","Inositol 1,4,5-Trisphosphate Receptor Type 2","Protein Coding","42","GC12M026336","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR2"
"LMNB1","Lamin B1","Protein Coding","42","GC05P126776","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB1"
"SPTLC1","Serine Palmitoyltransferase Long Chain Base Subunit 1","Protein Coding","42","GC09M092703","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC1"
"VDAC1","Voltage Dependent Anion Channel 1","Protein Coding","42","GC05M133975","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC1"
"XPO1","Exportin 1","Protein Coding","42","GC02M061445","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1"
"CRKL","CRK Like Proto-Oncogene, Adaptor Protein","Protein Coding","41","GC22P020917","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL"
"ITPR3","Inositol 1,4,5-Trisphosphate Receptor Type 3","Protein Coding","41","GC06P033620","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3"
"NDUFS1","NADH:Ubiquinone Oxidoreductase Core Subunit S1","Protein Coding","41","GC02M206114","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS1"
"SERPINH1","Serpin Family H Member 1","Protein Coding","41","GC11P075562","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1"
"ALDH18A1","Aldehyde Dehydrogenase 18 Family Member A1","Protein Coding","40","GC10M095605","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH18A1"
"CKB","Creatine Kinase B","Protein Coding","40","GC14M103519","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKB"
"IDH3B","Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Beta","Protein Coding","40","GC20M002658","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3B"
"PRDX5","Peroxiredoxin 5","Protein Coding","40","GC11P064321","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5"
"COX5A","Cytochrome C Oxidase Subunit 5A","Protein Coding","39","GC15M074919","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5A"
"FMR1","Fragile X Messenger Ribonucleoprotein 1","Protein Coding","39","GC0XP147933","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"SLC1A5","Solute Carrier Family 1 Member 5","Protein Coding","39","GC19M064014","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5"
"VDAC2","Voltage Dependent Anion Channel 2","Protein Coding","39","GC10P075210","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC2"
"VDAC3","Voltage Dependent Anion Channel 3","Protein Coding","39","GC08P042392","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC3"
"PRDX4","Peroxiredoxin 4","Protein Coding","38","GC0XP023665","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX4"
"UBTF","Upstream Binding Transcription Factor","Protein Coding","38","GC17M044205","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTF"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","37","GC05P133051","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"IMMT","Inner Membrane Mitochondrial Protein","Protein Coding","37","GC02M086144","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMT"
"POLR1B","RNA Polymerase I Subunit B","Protein Coding","37","GC02P121630","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1B"
"SNX5","Sorting Nexin 5","Protein Coding","37","GC20M018125","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX5"
"COX5B","Cytochrome C Oxidase Subunit 5B","Protein Coding","36","GC02P097628","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5B"
"NXF1","Nuclear RNA Export Factor 1","Protein Coding","36","GC11M087137","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF1"
"PCMT1","Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase","Protein Coding","36","GC06P149749","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCMT1"
"UBE2J1","Ubiquitin Conjugating Enzyme E2 J1","Protein Coding","36","GC06M089326","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2J1"
"AARS1","Alanyl-TRNA Synthetase 1","Protein Coding","35","GC16M070638","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARS1"
"ABCF1","ATP Binding Cassette Subfamily F Member 1","Protein Coding","35","GC06P030571","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCF1"
"CSE1L","Chromosome Segregation 1 Like","Protein Coding","35","GC20P049046","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSE1L"
"EXOC4","Exocyst Complex Component 4","Protein Coding","35","GC07P133253","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC4"
"HSPA4L","Heat Shock Protein Family A (Hsp70) Member 4 Like","Protein Coding","35","GC04P127781","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4L"
"PDIA6","Protein Disulfide Isomerase Family A Member 6","Protein Coding","35","GC02M010784","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA6"
"RABEP1","Rabaptin, RAB GTPase Binding Effector Protein 1","Protein Coding","35","GC17P005282","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABEP1"
"CAND1","Cullin Associated And Neddylation Dissociated 1","Protein Coding","34","GC12P067270","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAND1"
"DNAJC7","DnaJ Heat Shock Protein Family (Hsp40) Member C7","Protein Coding","34","GC17M041977","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC7"
"MIA3","MIA SH3 Domain ER Export Factor 3","Protein Coding","34","GC01P222618","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA3"
"RUFY1","RUN And FYVE Domain Containing 1","Protein Coding","34","GC05P179550","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUFY1"
"TXNDC5","Thioredoxin Domain Containing 5","Protein Coding","34","GC06M007893","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC5"
"ASCC3","Activating Signal Cointegrator 1 Complex Subunit 3","Protein Coding","33","GC06M100508","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC3"
"ATP5PO","ATP Synthase Peripheral Stalk Subunit OSCP","Protein Coding","33","GC21M033904","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PO"
"CAMSAP1","Calmodulin Regulated Spectrin Associated Protein 1","Protein Coding","32","GC09M135808","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMSAP1"
"RUFY3","RUN And FYVE Domain Containing 3","Protein Coding","31","GC04P070704","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUFY3"
"ATP5F1C","ATP Synthase F1 Subunit Gamma","Protein Coding","30","GC10P007789","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1C"
"MRM3","Mitochondrial RRNA Methyltransferase 3","Protein Coding","30","GC17P001460","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRM3"
"SPCS2","Signal Peptidase Complex Subunit 2","Protein Coding","30","GC11P077657","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPCS2"
"TMEM131","Transmembrane Protein 131","Protein Coding","30","GC02M098062","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM131"
"TTC17","Tetratricopeptide Repeat Domain 17","Protein Coding","30","GC11P043380","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC17"
"HNRNPUL2","Heterogeneous Nuclear Ribonucleoprotein U Like 2","Protein Coding","29","GC11M062712","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL2"
"TTC13","Tetratricopeptide Repeat Domain 13","Protein Coding","28","GC01M230906","2.44552493095398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC13"
"SLC29A1","Solute Carrier Family 29 Member 1 (Augustine Blood Group)","Protein Coding","43","GC06P044219","2.43651247024536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A1"
"CLEC10A","C-Type Lectin Domain Containing 10A","Protein Coding","35","GC17M007074","2.43651247024536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC10A"
"HSPA1A","Heat Shock Protein Family A (Hsp70) Member 1A","Protein Coding","40","GC06P080375","2.41134333610535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A"
"GDF15","Growth Differentiation Factor 15","Protein Coding","37","GC19P063124","2.38478565216064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"FOXK1","Forkhead Box K1","Protein Coding","30","GC07P004682","2.37520384788513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK1"
"PLAT","Plasminogen Activator, Tissue Type","Protein Coding","44","GC08M042174","2.35060405731201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAT"
"TMEM41A","Transmembrane Protein 41A","Protein Coding","29","GC03M185476","2.35060405731201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM41A"
"SQSTM1","Sequestosome 1","Protein Coding","43","GC05P179806","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1"
"NAMPT","Nicotinamide Phosphoribosyltransferase","Protein Coding","42","GC07M106248","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAMPT"
"HSP90B1","Heat Shock Protein 90 Beta Family Member 1","Protein Coding","41","GC12P103930","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1"
"PURA","Purine Rich Element Binding Protein A","Protein Coding","40","GC05P140076","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PURA"
"XRCC5","X-Ray Repair Cross Complementing 5","Protein Coding","39","GC02P216107","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC5"
"RPL19","Ribosomal Protein L19","Protein Coding","37","GC17P039200","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL19"
"PCBP2","Poly(RC) Binding Protein 2","Protein Coding","36","GC12P053452","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP2"
"BAIAP2L1","BAR/IMD Domain Containing Adaptor Protein 2 Like 1","Protein Coding","35","GC07M098294","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAIAP2L1"
"YTHDF3","YTH N6-Methyladenosine RNA Binding Protein 3","Protein Coding","33","GC08P063168","2.33672571182251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF3"
"ADM","Adrenomedullin","Protein Coding","40","GC11P010304","2.32999992370605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM"
"KDR","Kinase Insert Domain Receptor","Protein Coding","48","GC04M055078","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"PIK3CD","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta","Protein Coding","48","GC01P009629","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CD"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","48","GC03M012583","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","47","GC11M002875","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"MAP2K2","Mitogen-Activated Protein Kinase Kinase 2","Protein Coding","47","GC19M004090","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K2"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","47","GC10P091563","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"CCND1","Cyclin D1","Protein Coding","46","GC11P069641","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1"
"EP300","E1A Binding Protein P300","Protein Coding","46","GC22P041091","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","46","GC14P075278","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS"
"NFKB2","Nuclear Factor Kappa B Subunit 2","Protein Coding","46","GC10P102394","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB2"
"PTPRC","Protein Tyrosine Phosphatase Receptor Type C","Protein Coding","46","GC01P198607","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRC"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","45","GC09M021967","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","45","GC11M102835","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"SMAD3","SMAD Family Member 3","Protein Coding","45","GC15P067063","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD3"
"CASP1","Caspase 1","Protein Coding","44","GC11M105025","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP1"
"PRKCQ","Protein Kinase C Theta","Protein Coding","44","GC10M006393","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCQ"
"RXRA","Retinoid X Receptor Alpha","Protein Coding","44","GC09P134317","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA"
"TSC2","TSC Complex Subunit 2","Protein Coding","44","GC16P010714","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","43","GC19P048954","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"CDKN1A","Cyclin Dependent Kinase Inhibitor 1A","Protein Coding","43","GC06P080534","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A"
"HSPG2","Heparan Sulfate Proteoglycan 2","Protein Coding","43","GC01M021822","2.32888317108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2"
